trackid,uid,rating
SODMUKC12AB017E2F3,4579,8
SOFBBQY12A6D4F67B6,2132,9
SOFBBQY12A6D4F67B6,5395,7
SOFBBQY12A6D4F67B6,6943,10
SOLSRWZ12A6D4FA452,386,7
SOLSRWZ12A6D4FA452,699,8
SOLSRWZ12A6D4FA452,2870,6
SOPXQOC12A8C13A02A,983,7
SOPXQOC12A8C13A02A,2395,9
SOPXQOC12A8C13A02A,3874,8
SOVYJHX12AB017F591,1192,7
SOVYJHX12AB017F591,3645,7
SOVYJHX12AB017F591,5709,7
SOSZFJT12AB0181E84,2751,6
SOSZFJT12AB0181E84,5368,8
SOSZFJT12AB0181E84,8266,8
SOWGZFG12A8151AF41,1436,8
SOWGZFG12A8151AF41,1515,6
SOWGZFG12A8151AF41,1570,8
SOQDVVL12A8C134181,2251,8
SOQDVVL12A8C134181,4062,10
SOQDVVL12A8C134181,7155,9
SOJLDJL12A81C238A0,168,7
SOJLDJL12A81C238A0,3186,7
SOJLDJL12A81C238A0,5229,8
SOTCZGT12A8A9D862E,2750,10
SOTCZGT12A8A9D862E,2783,7
SOTCZGT12A8A9D862E,4047,9
SOCLHYJ12AB01820D4,798,9
SOCLHYJ12AB01820D4,958,7
SOCLHYJ12AB01820D4,2356,7
SOGPUOJ12A6D4FA654,1669,9
SOGPUOJ12A6D4FA654,3844,7
SOGPUOJ12A6D4FA654,6212,8
SOBNILM12A8C13A1EB,2290,9
SOBNILM12A8C13A1EB,3634,9
SOBNILM12A8C13A1EB,4350,9
SODNYDT12AB0182DF5,2478,9
SODNYDT12AB0182DF5,4800,9
SODNYDT12AB0182DF5,5873,10
SOUBHVV12A8C1337EE,1662,8
SOUBHVV12A8C1337EE,4088,9
SOUBHVV12A8C1337EE,6567,8
SOIZTET12AB017EEBF,3134,6
SOIZTET12AB017EEBF,4305,10
SOIZTET12AB017EEBF,6473,7
SOKCIGV12A6D4F810B,2027,6
SOKCIGV12A6D4F810B,4237,10
SOKCIGV12A6D4F810B,6542,6
SOFVMAQ12AB018182D,2785,9
SOFVMAQ12AB018182D,4758,9
SOFVMAQ12AB018182D,5712,9
SODXFVY12A6310ECF2,2804,10
SODXFVY12A6310ECF2,2890,6
SODXFVY12A6310ECF2,5998,7
SOLMGPP12A6D4FAB9E,2647,9
SOLMGPP12A6D4FAB9E,4384,9
SOLMGPP12A6D4FAB9E,5651,7
SOFCDUZ12AB01861C6,3297,10
SOFCDUZ12AB01861C6,6101,6
SOFCDUZ12AB01861C6,8403,9
SOFKYTG12A6D4F7275,865,6
SOFKYTG12A6D4F7275,2031,9
SOFKYTG12A6D4F7275,2388,9
SODMTUR12A8C13C8A4,1448,6
SODMTUR12A8C13C8A4,4736,10
SODMTUR12A8C13C8A4,7615,9
SONZWRE12AB018B938,304,6
SONZWRE12AB018B938,2834,9
SONZWRE12AB018B938,4447,6
SOOGMXN12A8C13954F,1457,9
SOOGMXN12A8C13954F,2601,7
SOOGMXN12A8C13954F,3984,10
SOLGTDL12A58A7DC29,3039,9
SOLGTDL12A58A7DC29,5496,6
SOLGTDL12A58A7DC29,6231,6
SOUVJAU12A58A7A14B,2862,7
SOUVJAU12A58A7A14B,2925,10
SOUVJAU12A58A7A14B,4354,8
SOZTUDR12A8C13FE3F,3048,7
SOZTUDR12A8C13FE3F,5432,9
SOZTUDR12A8C13FE3F,8404,9
SOBSEPQ12A6701FD9E,2210,8
SOBSEPQ12A6701FD9E,3946,9
SOBSEPQ12A6701FD9E,5737,8
SOTTYPP12AB017AC2D,844,7
SOTTYPP12AB017AC2D,1405,10
SOTTYPP12AB017AC2D,4155,10
SOQUHYB12AB0186630,3028,6
SOQUHYB12AB0186630,6190,6
SOQUHYB12AB0186630,8949,9
SOHAHVO12AB017D096,3256,10
SOHAHVO12AB017D096,5877,10
SOHAHVO12AB017D096,9020,10
SOQHGND12AB018C00F,2697,9
SOQHGND12AB018C00F,3811,6
SOQHGND12AB018C00F,4869,10
SOMTYLD12AF72A6883,1842,8
SOMTYLD12AF72A6883,3725,8
SOMTYLD12AF72A6883,6636,10
SOJBLIX12A8C1373C7,2505,6
SOJBLIX12A8C1373C7,3316,6
SOJBLIX12A8C1373C7,4316,10
SOUBBVK12A8C1344A6,1538,10
SOUBBVK12A8C1344A6,3500,10
SOUBBVK12A8C1344A6,4348,10
SOMNEPJ12CF5465172,2453,7
SOMNEPJ12CF5465172,4517,6
SOMNEPJ12CF5465172,7323,8
SOPXLMX12AB01884D1,20,7
SOPXLMX12AB01884D1,1063,9
SOPXLMX12AB01884D1,2053,6
SODHOGM12AB018A4FA,2167,10
SODHOGM12AB018A4FA,4342,9
SODHOGM12AB018A4FA,6046,10
SOCOHHK12AC9071950,263,8
SOCOHHK12AC9071950,1669,7
SOCOHHK12AC9071950,3272,9
SOARSSE12A58A7BA9A,1626,7
SOARSSE12A58A7BA9A,2452,10
SOARSSE12A58A7BA9A,2781,6
SOFICXV12A6D4F84D5,278,7
SOFICXV12A6D4F84D5,2934,6
SOFICXV12A6D4F84D5,4139,10
SOZRCYC12AB0188FA8,2862,9
SOZRCYC12AB0188FA8,5044,7
SOZRCYC12AB0188FA8,6932,9
SOXPJJT12AB01843F5,1122,9
SOXPJJT12AB01843F5,4005,7
SOXPJJT12AB01843F5,6505,9
SONHGXE12A67ADE77C,2381,9
SONHGXE12A67ADE77C,3622,6
SONHGXE12A67ADE77C,4492,7
SOMHYXD12A8C1354D4,2293,9
SOMHYXD12A8C1354D4,3536,7
SOMHYXD12A8C1354D4,4534,10
SOFNVDO12AB018735E,346,8
SOFNVDO12AB018735E,3591,6
SOFNVDO12AB018735E,5732,6
SOBBWSO12A8C13C787,1694,7
SOBBWSO12A8C13C787,3382,10
SOBBWSO12A8C13C787,4548,9
SOUFDVM12A8C1441D6,2916,9
SOUFDVM12A8C1441D6,4836,8
SOUFDVM12A8C1441D6,5152,7
SOIEMZS12A670216C9,2601,10
SOIEMZS12A670216C9,5782,9
SOIEMZS12A670216C9,7460,9
SOEGXRQ12A8C141170,3182,6
SOEGXRQ12A8C141170,6212,10
SOEGXRQ12A8C141170,8652,6
SOOYURE12AB0186349,2642,9
SOOYURE12AB0186349,5623,7
SOOYURE12AB0186349,8625,7
SOBWZPF12A8C1414CC,1212,8
SOBWZPF12A8C1414CC,2530,6
SOBWZPF12A8C1414CC,4187,10
SOHMKHQ12A8C139C40,139,6
SOHMKHQ12A8C139C40,2416,8
SOHMKHQ12A8C139C40,4984,9
SONGCRV12AC468AE46,3215,10
SONGCRV12AC468AE46,6262,6
SONGCRV12AC468AE46,8806,6
SOKZSOY12A81C206D5,1668,6
SOKZSOY12A81C206D5,4278,6
SOKZSOY12A81C206D5,5638,10
SOZQDCY12A58A7D5CD,1906,8
SOZQDCY12A58A7D5CD,3533,8
SOZQDCY12A58A7D5CD,4129,7
SOFTBIU12A8C130B7E,1550,6
SOFTBIU12A8C130B7E,3080,9
SOFTBIU12A8C130B7E,5984,8
SOXVRHB12A8C13F14B,2409,10
SOXVRHB12A8C13F14B,5413,6
SOXVRHB12A8C13F14B,5676,9
SOKDLKT12A6D4F9F46,2489,6
SOKDLKT12A6D4F9F46,3697,10
SOKDLKT12A6D4F9F46,3764,9
SORNKYO12A58A76A1C,421,10
SORNKYO12A58A76A1C,2385,9
SORNKYO12A58A76A1C,5196,9
SOZPJMN12A81C1FA0D,2293,7
SOZPJMN12A81C1FA0D,2318,9
SOZPJMN12A81C1FA0D,3323,8
SOKRTKJ12A58A7B5DD,2431,8
SOKRTKJ12A58A7B5DD,2957,10
SOKRTKJ12A58A7B5DD,4509,6
SOBNWKP12AB017D280,94,10
SOBNWKP12AB017D280,1036,7
SOBNWKP12AB017D280,1292,8
SOPVSUN12AC4689EB1,900,10
SOPVSUN12AC4689EB1,3150,10
SOPVSUN12AC4689EB1,6175,9
SOPPMRZ12A8C132DAC,1488,8
SOPPMRZ12A8C132DAC,4343,8
SOPPMRZ12A8C132DAC,6949,7
SOXRVYA12A8C1425A7,1725,9
SOXRVYA12A8C1425A7,3172,6
SOXRVYA12A8C1425A7,5883,6
SOZJCYY12A8C13EFC7,2417,10
SOZJCYY12A8C13EFC7,4683,7
SOZJCYY12A8C13EFC7,6413,8
SOPQASR12A8C13FF05,1980,10
SOPQASR12A8C13FF05,2351,10
SOPQASR12A8C13FF05,4459,7
SOWOHFX12A8C138B5D,1646,10
SOWOHFX12A8C138B5D,4656,6
SOWOHFX12A8C138B5D,7354,10
SOCXYGU12A6D4F834D,2351,6
SOCXYGU12A6D4F834D,3042,9
SOCXYGU12A6D4F834D,4419,6
SOEWIDM12AB0188F52,532,8
SOEWIDM12AB0188F52,3844,9
SOEWIDM12AB0188F52,3878,8
SOEONAT12A8AE48F90,2508,10
SOEONAT12A8AE48F90,4452,10
SOEONAT12A8AE48F90,5632,8
SOVYHTV12A6D4F8988,1390,8
SOVYHTV12A6D4F8988,1893,6
SOVYHTV12A6D4F8988,5149,9
SOZQDRV12A8C133FB1,2147,9
SOZQDRV12A8C133FB1,2842,10
SOZQDRV12A8C133FB1,3339,7
SOMLRBT12AB0186071,1864,7
SOMLRBT12AB0186071,2012,8
SOMLRBT12AB0186071,4624,6
SOHDSWD12A58A7AB28,2574,10
SOHDSWD12A58A7AB28,4988,8
SOHDSWD12A58A7AB28,6175,7
SOKHRWE12A6D4F6BE7,602,7
SOKHRWE12A6D4F6BE7,3690,9
SOKHRWE12A6D4F6BE7,4966,9
SODEIVI12A8C13266D,2285,8
SODEIVI12A8C13266D,2572,9
SODEIVI12A8C13266D,5060,9
SORLKWU12A8C137F18,1313,9
SORLKWU12A8C137F18,4027,7
SORLKWU12A8C137F18,6768,7
SOPSELZ12AB0189D0E,2769,8
SOPSELZ12AB0189D0E,4001,9
SOPSELZ12AB0189D0E,6354,7
SORZYXM12A6D4F7F55,735,8
SORZYXM12A6D4F7F55,1922,7
SORZYXM12A6D4F7F55,3023,8
SOBTTGX12AB017EEE8,1754,9
SOBTTGX12AB017EEE8,4369,7
SOBTTGX12AB017EEE8,4596,10
SOADJND12A8C13BAE1,1057,10
SOADJND12A8C13BAE1,1979,9
SOADJND12A8C13BAE1,2984,10
SOGBQDZ12A8C135533,2878,8
SOGBQDZ12A8C135533,5042,9
SOGBQDZ12A8C135533,6986,8
SODYWNH12A6D4F7B58,1719,8
SODYWNH12A6D4F7B58,3695,10
SODYWNH12A6D4F7B58,4006,6
SOMSQTD12A8C136ADC,1896,6
SOMSQTD12A8C136ADC,2232,8
SOMSQTD12A8C136ADC,5429,9
SOQGWOP12AB0181DB9,1128,7
SOQGWOP12AB0181DB9,4118,10
SOQGWOP12AB0181DB9,4275,10
SOKHBNW12A8AE48A58,446,6
SOKHBNW12A8AE48A58,1278,9
SOKHBNW12A8AE48A58,1476,8
SOAGYDL12AB0183518,1576,9
SOAGYDL12AB0183518,4761,7
SOAGYDL12AB0183518,5230,6
SOBREKP12AB017DD9B,748,7
SOBREKP12AB017DD9B,3933,8
SOBREKP12AB017DD9B,6067,6
SOIGXSS12AB018850D,2165,8
SOIGXSS12AB018850D,2809,10
SOIGXSS12AB018850D,3851,10
SOGQVBK12A8C13D09F,312,6
SOGQVBK12A8C13D09F,3531,6
SOGQVBK12A8C13D09F,5787,8
SOATIOJ12A8C14469B,980,8
SOATIOJ12A8C14469B,1923,8
SOATIOJ12A8C14469B,3771,7
SOXDCGA12A8C141720,2550,8
SOXDCGA12A8C141720,4724,8
SOXDCGA12A8C141720,7885,7
SONFKHD12A6D4F8ED6,1394,6
SONFKHD12A6D4F8ED6,4158,8
SONFKHD12A6D4F8ED6,6475,10
SOCYGKJ12A6D4F719F,2783,8
SOCYGKJ12A6D4F719F,2825,8
SOCYGKJ12A6D4F719F,5185,10
SOVXUBX12A58A782FD,1917,7
SOVXUBX12A58A782FD,2953,8
SOVXUBX12A58A782FD,5490,7
SOZQHDM12A67020FA7,249,10
SOZQHDM12A67020FA7,1722,10
SOZQHDM12A67020FA7,2812,9
SOATEEN12A67020394,989,8
SOATEEN12A67020394,3094,6
SOATEEN12A67020394,3337,7
SOCYVBL12A6D4FD36C,1647,8
SOCYVBL12A6D4FD36C,3483,6
SOCYVBL12A6D4FD36C,5209,10
SOQVLOK12AB017E8BC,2088,9
SOQVLOK12AB017E8BC,4387,10
SOQVLOK12AB017E8BC,4431,8
SOUDGKB12A8C13EDA8,2068,10
SOUDGKB12A8C13EDA8,5389,10
SOUDGKB12A8C13EDA8,7199,10
SOVVINA12A6D4FA730,278,8
SOVVINA12A6D4FA730,3137,8
SOVVINA12A6D4FA730,5789,9
SOMWELJ12AB0184C6D,960,9
SOMWELJ12AB0184C6D,1973,9
SOMWELJ12AB0184C6D,2789,8
SOLWVEA12A8C143C45,2932,7
SOLWVEA12A8C143C45,4830,8
SOLWVEA12A8C143C45,6112,8
SOTEWEI12AB017FC0C,2482,6
SOTEWEI12AB017FC0C,4430,6
SOTEWEI12AB017FC0C,7721,9
SOBUFKH12A8C13BE9F,1045,7
SOBUFKH12A8C13BE9F,3793,9
SOBUFKH12A8C13BE9F,4203,9
SOHWGUM12AB0186B87,1274,10
SOHWGUM12AB0186B87,2420,8
SOHWGUM12AB0186B87,3907,10
SORGJJW12A8C134D65,2091,6
SORGJJW12A8C134D65,3452,8
SORGJJW12A8C134D65,5733,9
SOXQVZC12A8C13C5D9,2864,8
SOXQVZC12A8C13C5D9,4250,6
SOXQVZC12A8C13C5D9,6687,6
SOOZYMQ12AB018E589,1786,10
SOOZYMQ12AB018E589,3940,8
SOOZYMQ12AB018E589,5314,6
SOEBGQK12AB01879F4,3211,6
SOEBGQK12AB01879F4,4511,10
SOEBGQK12AB01879F4,5550,9
SOZAQVA12AB0183627,1768,9
SOZAQVA12AB0183627,2575,8
SOZAQVA12AB0183627,3286,8
SOQSIIB12A6D4FBEFA,568,9
SOQSIIB12A6D4FBEFA,2519,8
SOQSIIB12A6D4FBEFA,5287,10
SODMNJR12AB0183BC5,1417,9
SODMNJR12AB0183BC5,2069,10
SODMNJR12AB0183BC5,3765,6
SOZTULX12A6701E7EF,2880,6
SOZTULX12A6701E7EF,6106,8
SOZTULX12A6701E7EF,7054,9
SOXAATM12A58A7ABA8,1141,6
SOXAATM12A58A7ABA8,3718,10
SOXAATM12A58A7ABA8,5129,10
SOTIDVB12A58A7E5C7,2256,6
SOTIDVB12A58A7E5C7,3273,10
SOTIDVB12A58A7E5C7,5836,7
SOZXHBQ12AB0186626,2650,9
SOZXHBQ12AB0186626,4024,9
SOZXHBQ12AB0186626,5683,7
SOEGYJV12A8AE47396,2017,6
SOEGYJV12A8AE47396,3701,9
SOEGYJV12A8AE47396,4414,7
SOZGQLE12AB018672C,264,6
SOZGQLE12AB018672C,2599,10
SOZGQLE12AB018672C,5670,6
SOMMFDF12A58A7DB85,2317,7
SOMMFDF12A58A7DB85,2439,7
SOMMFDF12A58A7DB85,3861,9
SOGYGFM12A58A77D96,1969,7
SOGYGFM12A58A77D96,5031,8
SOGYGFM12A58A77D96,7268,8
SOLASJA12AB01896B8,885,9
SOLASJA12AB01896B8,898,6
SOLASJA12AB01896B8,1798,9
SOFZBJR12A8C13C45D,3119,10
SOFZBJR12A8C13C45D,6196,9
SOFZBJR12A8C13C45D,9133,8
SOZOKIL12A6701EE9B,2732,10
SOZOKIL12A6701EE9B,2797,7
SOZOKIL12A6701EE9B,3533,9
SOYUJBX12A81C23080,1360,6
SOYUJBX12A81C23080,3503,8
SOYUJBX12A81C23080,4376,10
SOHHDMY12A8C136E9A,2476,9
SOHHDMY12A8C136E9A,3158,9
SOHHDMY12A8C136E9A,5660,6
SOUHAOJ12AB0187C31,1729,10
SOUHAOJ12AB0187C31,2598,6
SOUHAOJ12AB0187C31,4089,9
SOFVRHN12A8C134119,1211,9
SOFVRHN12A8C134119,3849,10
SOFVRHN12A8C134119,6258,8
SOLMEXI12A8C140CF9,2341,10
SOLMEXI12A8C140CF9,5596,10
SOLMEXI12A8C140CF9,6978,8
SOCYTLD12CF546325E,718,7
SOCYTLD12CF546325E,3369,8
SOCYTLD12CF546325E,4821,10
SOEHBWL12A6D4F95D1,2186,6
SOEHBWL12A6D4F95D1,3390,10
SOEHBWL12A6D4F95D1,6353,8
SOAWVZG12A8C1443A5,1561,10
SOAWVZG12A8C1443A5,3753,10
SOAWVZG12A8C1443A5,4395,9
SOSNABG12A6D4F7521,3178,7
SOSNABG12A6D4F7521,3351,9
SOSNABG12A6D4F7521,5727,6
SOLIGUP12AC9073063,2144,7
SOLIGUP12AC9073063,2235,6
SOLIGUP12AC9073063,4999,8
SOIZNGJ12AC4689C61,2608,10
SOIZNGJ12AC4689C61,4642,8
SOIZNGJ12AC4689C61,4679,10
SOEVOMG12AC4688558,3072,6
SOEVOMG12AC4688558,6198,7
SOEVOMG12AC4688558,7964,6
SORYPZH12AB0186EDE,889,9
SORYPZH12AB0186EDE,2796,7
SORYPZH12AB0186EDE,5486,6
SOMYRRN12A3F1EA18C,424,6
SOMYRRN12A3F1EA18C,2661,7
SOMYRRN12A3F1EA18C,4273,7
SOWIHGX12AB017D6EA,633,9
SOWIHGX12AB017D6EA,1556,6
SOWIHGX12AB017D6EA,2781,7
SOEURME12AC3DF81F5,2802,10
SOEURME12AC3DF81F5,2976,8
SOEURME12AC3DF81F5,3318,6
SOELHME12A8C145C19,1171,9
SOELHME12A8C145C19,3194,10
SOELHME12A8C145C19,5628,9
SOISFRK12A6D4F573D,1748,7
SOISFRK12A6D4F573D,4553,9
SOISFRK12A6D4F573D,6462,9
SOJDOWV12A58A77C06,2982,9
SOJDOWV12A58A77C06,4192,6
SOJDOWV12A58A77C06,4311,6
SOYECRB12A6D4F4BE0,179,10
SOYECRB12A6D4F4BE0,1057,9
SOYECRB12A6D4F4BE0,3153,10
SORMORE12A8C133DCA,2568,7
SORMORE12A8C133DCA,4685,10
SORMORE12A8C133DCA,5239,9
SOVGAZH12A8C140274,330,9
SOVGAZH12A8C140274,1480,6
SOVGAZH12A8C140274,4604,8
SOLPAYF12A58A7F024,3183,8
SOLPAYF12A58A7F024,4175,6
SOLPAYF12A58A7F024,7246,6
SOCHDNX12A67ADA90D,1961,8
SOCHDNX12A67ADA90D,4815,9
SOCHDNX12A67ADA90D,7272,6
SOKYVJB12A8C13E23C,2672,6
SOKYVJB12A8C13E23C,5517,8
SOKYVJB12A8C13E23C,8143,9
SOAVGKZ12A81C1FD16,480,9
SOAVGKZ12A81C1FD16,731,7
SOAVGKZ12A81C1FD16,2465,9
SOTELUQ12A6D4F7CFD,2815,9
SOTELUQ12A6D4F7CFD,5649,7
SOTELUQ12A6D4F7CFD,6329,10
SOGPMDO12A58A7E070,280,7
SOGPMDO12A58A7E070,1606,8
SOGPMDO12A58A7E070,2566,10
SOLWMEJ12AC961829F,2583,6
SOLWMEJ12AC961829F,2737,8
SOLWMEJ12AC961829F,4686,10
SOPMGXS12A8C133199,2525,8
SOPMGXS12A8C133199,4547,10
SOPMGXS12A8C133199,7451,10
SOCJHKC12AB0188F03,1947,7
SOCJHKC12AB0188F03,1956,10
SOCJHKC12AB0188F03,3689,8
SOAOOXO12AF72A787F,2862,9
SOAOOXO12AF72A787F,5948,6
SOAOOXO12AF72A787F,8361,8
SOINKBE12AB018770B,2752,8
SOINKBE12AB018770B,2882,6
SOINKBE12AB018770B,5025,7
SOBUSAT12AAF3B3A7A,294,7
SOBUSAT12AAF3B3A7A,1840,7
SOBUSAT12AAF3B3A7A,4721,6
SODRPTB12A8C144BB7,3158,7
SODRPTB12A8C144BB7,5314,6
SODRPTB12A8C144BB7,8640,6
SOZVTZB12A58A7AEE4,1581,9
SOZVTZB12A58A7AEE4,2232,10
SOZVTZB12A58A7AEE4,3393,10
SOQSXAT12A6D4F5760,2233,7
SOQSXAT12A6D4F5760,2420,9
SOQSXAT12A6D4F5760,5711,8
SOHCWLZ12AB018781C,2912,9
SOHCWLZ12AB018781C,4591,7
SOHCWLZ12AB018781C,7850,9
SOYWRWP12AB01845EE,1504,9
SOYWRWP12AB01845EE,2483,9
SOYWRWP12AB01845EE,5485,9
SOULUPQ12A67ADF8BC,451,8
SOULUPQ12A67ADF8BC,997,8
SOULUPQ12A67ADF8BC,3368,9
SOCTUNO12A8C14050A,2935,8
SOCTUNO12A8C14050A,5463,6
SOCTUNO12A8C14050A,6890,6
SOGBVCL12AB0187F83,1349,9
SOGBVCL12AB0187F83,3206,6
SOGBVCL12AB0187F83,5382,10
SODRNQF12AB0182322,2991,9
SODRNQF12AB0182322,3360,7
SODRNQF12AB0182322,4533,10
SOIQQYQ12A6D4F4AB7,1352,9
SOIQQYQ12A6D4F4AB7,3147,7
SOIQQYQ12A6D4F4AB7,3213,7
SOQEBKX12A8C140A0F,901,6
SOQEBKX12A8C140A0F,1899,8
SOQEBKX12A8C140A0F,2356,9
SOKALAO12AB017F5B3,292,7
SOKALAO12AB017F5B3,727,7
SOKALAO12AB017F5B3,758,7
SOXGZAI12A6D4F4199,1969,7
SOXGZAI12A6D4F4199,4426,6
SOXGZAI12A6D4F4199,7684,9
SORWPOH12A6D4FBC6C,2201,8
SORWPOH12A6D4FBC6C,4700,9
SORWPOH12A6D4FBC6C,7904,7
SOFDOQF12A67ADD049,2634,10
SOFDOQF12A67ADD049,5332,9
SOFDOQF12A67ADD049,6930,8
SONZLMF12A58A7A6E2,2683,9
SONZLMF12A58A7A6E2,4108,6
SONZLMF12A58A7A6E2,5655,7
SOIRJHK12A67020A7B,2812,8
SOIRJHK12A67020A7B,6055,10
SOIRJHK12A67020A7B,7310,8
SOPUPKV12A6D4FD6FD,2461,10
SOPUPKV12A6D4FD6FD,3838,8
SOPUPKV12A6D4FD6FD,4947,6
SOWEVZH12CF54662C8,1393,9
SOWEVZH12CF54662C8,1746,6
SOWEVZH12CF54662C8,2478,6
SOGPTDY12AB01890BE,1319,7
SOGPTDY12AB01890BE,2783,8
SOGPTDY12AB01890BE,4366,7
SOZXRRC12AB017D5C4,3070,8
SOZXRRC12AB017D5C4,6107,10
SOZXRRC12AB017D5C4,7819,7
SOHYDPA12B0B80B77C,1091,9
SOHYDPA12B0B80B77C,1619,9
SOHYDPA12B0B80B77C,1987,7
SOSRWWL12A6D4FBBB6,2107,8
SOSRWWL12A6D4FBBB6,4558,7
SOSRWWL12A6D4FBBB6,7753,10
SOKAQXL12AB0183208,417,10
SOKAQXL12AB0183208,1717,9
SOKAQXL12AB0183208,4981,10
SOYRTWG12A8C142BC1,3095,10
SOYRTWG12A8C142BC1,3960,7
SOYRTWG12A8C142BC1,5631,7
SOYXIXE12AB018388E,1092,6
SOYXIXE12AB018388E,1460,10
SOYXIXE12AB018388E,1907,6
SORAUDM12AB0181656,1744,8
SORAUDM12AB0181656,4528,6
SORAUDM12AB0181656,6941,10
SOWVZEP12A6D4F7441,522,7
SOWVZEP12A6D4F7441,3415,10
SOWVZEP12A6D4F7441,6558,7
SOZZEXN12AB0184E54,1845,8
SOZZEXN12AB0184E54,4613,9
SOZZEXN12AB0184E54,6119,9
SOAXYAX12A6D4FE44D,2284,7
SOAXYAX12A6D4FE44D,4749,8
SOAXYAX12A6D4FE44D,4812,6
SOKFHZG12AB0183FE5,2652,10
SOKFHZG12AB0183FE5,4809,10
SOKFHZG12AB0183FE5,7586,7
SOIFUXC12AB0182A9B,3054,8
SOIFUXC12AB0182A9B,3732,8
SOIFUXC12AB0182A9B,4647,10
SOYYSKP12A67021A9E,1242,9
SOYYSKP12A67021A9E,1580,6
SOYYSKP12A67021A9E,4632,10
SOVDYQP12AB01824EC,1141,9
SOVDYQP12AB01824EC,1202,8
SOVDYQP12AB01824EC,4378,8
SOJBPQJ12A8AE4738C,952,6
SOJBPQJ12A8AE4738C,1455,8
SOJBPQJ12A8AE4738C,1698,9
SOHMNPP12A58A7AE4B,1576,6
SOHMNPP12A58A7AE4B,4480,9
SOHMNPP12A58A7AE4B,7319,10
SOTINEI12A6D4FB826,235,6
SOTINEI12A6D4FB826,2253,10
SOTINEI12A6D4FB826,4688,6
SOFUODO12A8C1403E6,2208,8
SOFUODO12A8C1403E6,3073,9
SOFUODO12A8C1403E6,4300,9
SOVQOXC12CF546326C,212,6
SOVQOXC12CF546326C,2383,7
SOVQOXC12CF546326C,4687,10
SOWEHVB12A6D4F8F0B,2219,7
SOWEHVB12A6D4F8F0B,5190,9
SOWEHVB12A6D4F8F0B,7597,6
SONSRKM12AB018E7DA,2448,8
SONSRKM12AB018E7DA,3267,6
SONSRKM12AB018E7DA,4708,9
SOQJYCE12A6D4F4844,631,7
SOQJYCE12A6D4F4844,2994,9
SOQJYCE12A6D4F4844,5771,6
SOQVPTA12A8C13F598,1928,10
SOQVPTA12A8C13F598,2718,10
SOQVPTA12A8C13F598,5721,9
SODCVNW12AB0183A41,3168,10
SODCVNW12AB0183A41,3520,8
SODCVNW12AB0183A41,6243,7
SOXJKNO12A81C1FE08,723,8
SOXJKNO12A81C1FE08,3219,7
SOXJKNO12A81C1FE08,5110,8
SOCGXWX12A6D4F98AA,817,6
SOCGXWX12A6D4F98AA,2503,7
SOCGXWX12A6D4F98AA,3718,8
SOYGQGQ12AB0180EAC,2494,6
SOYGQGQ12AB0180EAC,3462,8
SOYGQGQ12AB0180EAC,4947,9
SONCWSL12A6D4F419D,1819,9
SONCWSL12A6D4F419D,2303,7
SONCWSL12A6D4F419D,3006,8
SOYWXNN12AB018AC20,192,10
SOYWXNN12AB018AC20,1960,6
SOYWXNN12AB018AC20,3110,10
SOBCLGN12A6D4F6FF5,2291,6
SOBCLGN12A6D4F6FF5,2524,6
SOBCLGN12A6D4F6FF5,4493,7
SOZGUEI12A8C139953,851,9
SOZGUEI12A8C139953,4019,8
SOZGUEI12A8C139953,4348,7
SOAWTJD12A6D4F4BB4,716,8
SOAWTJD12A6D4F4BB4,2428,6
SOAWTJD12A6D4F4BB4,3585,9
SOCRYER12A6701CD40,3049,8
SOCRYER12A6701CD40,5562,6
SOCRYER12A6701CD40,7983,9
SOYQHTY12AC95F048D,1567,9
SOYQHTY12AC95F048D,4310,10
SOYQHTY12AC95F048D,6193,9
SOJSJTR12AB0188131,2011,7
SOJSJTR12AB0188131,3627,10
SOJSJTR12AB0188131,6253,10
SOQQUFP12AB0189123,1341,9
SOQQUFP12AB0189123,4289,7
SOQQUFP12AB0189123,6348,9
SOPOKGS12AB01823C0,1836,8
SOPOKGS12AB01823C0,3938,7
SOPOKGS12AB01823C0,6621,10
SOPTWAH12AB017F9CE,1290,9
SOPTWAH12AB017F9CE,2551,10
SOPTWAH12AB017F9CE,4829,9
SOBFXZB12A8C1357BB,1225,6
SOBFXZB12A8C1357BB,2081,6
SOBFXZB12A8C1357BB,2135,7
SOEZPZF12AC468E07F,1596,8
SOEZPZF12AC468E07F,3164,7
SOEZPZF12AC468E07F,5012,8
SODMROH12A8C13677E,2343,7
SODMROH12A8C13677E,5427,9
SODMROH12A8C13677E,6253,7
SOQMDJS12A8C138341,3260,6
SOQMDJS12A8C138341,6490,6
SOQMDJS12A8C138341,8578,7
SOQJIWF12A8C13D2F0,349,6
SOQJIWF12A8C13D2F0,2772,8
SOQJIWF12A8C13D2F0,5768,6
SONQAVF12A6D4F5FE3,2241,6
SONQAVF12A6D4F5FE3,3926,10
SONQAVF12A6D4F5FE3,4423,6
SOLTIOJ12AB01805AE,3183,6
SOLTIOJ12AB01805AE,3971,6
SOLTIOJ12AB01805AE,4453,7
SOMLMRZ12AB017D510,1930,9
SOMLMRZ12AB017D510,4192,7
SOMLMRZ12AB017D510,5462,7
SOKIHTB12A8C1397CF,1225,8
SOKIHTB12A8C1397CF,2569,7
SOKIHTB12A8C1397CF,3067,7
SOEHQMQ12AB01806CC,1907,8
SOEHQMQ12AB01806CC,3834,7
SOEHQMQ12AB01806CC,3986,8
